project_id,source_name,source_record_id,project_title_ko,project_title_en,country,region,sector,start_year,end_year,budget_krw,description
PRJ_75BD1F74B89B,koica_iati,KR-GOV-051-2023010102634,(분쟁취약) 우간다 카라모자 지역 분쟁 영향 및 취약 공동체 내 회복력 구축사업(UNDP)('23-'25/500만불),Building Resilience in Conflict-Affected and Fragile Communities of Karamoja,우간다,아프리카 > 사하라 이남 > 동부아프리카,민간주도의 분쟁예방,2023,2025,6450000000.0,"(분쟁취약) 우간다 카라모자 지역 분쟁 영향 및 취약 공동체 내 회복력 구축사업(UNDP)('23-'25/500만불) Building Resilience in Conflict-Affected and Fragile Communities of Karamoja 분쟁 예방 및 해결을 위한 지방 정부, 시민사회단체/NGO 및 지역사회 역량 강화.Cash for Work 활동을 통한 취약 인구(여성, 청년, 장애인, 노인)의 소득 증대, 일자리 창출 및 지역사회 인프라 구축.프로젝트 모니터링 및 평가 Output 1.1: Enhanced capacity of selected Local Governments, CSOs/NGOs, local peace committees and communities to prevent and respond to conflict. Output 2.1: Increased incomes, job creation and enhanced productivity for v…"
PRJ_5F6B4BCEDD70,koica_iati,KR-GOV-051-2023010102636,(분쟁취약) 짐바브웨 국적 남아공 이주민의 특별면제허가(ZEP) 제도 폐지에 따른 동부 4개 지역 귀국이주민 재통합 지원사업(IOM)('23-'26/410만불),"Supporting peaceful, safe, sustainable reintegration support for returning migrants and host communities in Zimbabwe impacted by the non-renewal of the Zimbabwe Exemption Permit (ZEP)",짐바브웨,아프리카 > 사하라 이남 > 동부아프리카,이민 이주 원활화,2023,2026,5289000000.0,"(분쟁취약) 짐바브웨 국적 남아공 이주민의 특별면제허가(ZEP) 제도 폐지에 따른 동부 4개 지역 귀국이주민 재통합 지원사업(IOM)('23-'26/410만불) Supporting peaceful, safe, sustainable reintegration support for returning migrants and host communities in Zimbabwe impacted by the non-renewal of the Zimbabwe Exemption Permit (ZEP) (1.1.) 남아공 거주 짐바브웨인을 대상으로 이주에 대한 맞춤형 정보를 제공하여 체계적이고 주도적인 결정을 할 수 있도록 지원. (1.2.) 귀국이주민의 지역사회로의 재통합 지원을 위한 서비스를 제공하는 지역정부 및 지역사회의 역량 강화. (2.1.) 사회적 안정과 재통합 증진 및 지역사회 갈등 요인 감소를 위한 지역사회 공동 의사결정 체계 구축. (2.2.) 귀국이주민과 지역사회의 사회경제적 활동…"
PRJ_210739020F14,koica_iati,KR-GOV-051-2023010102658,(분쟁취약) 시리아 분쟁 피해지역 대상 지역참여형 복구전략을 통한 사회적 결속과 통합 촉진사업(UNDP)('23-'26/372만불),Promoting Social Cohesion and Integrating Violence-affected Local Communities through Participatory Area-based Recovery in Syria,시리아,아시아 > 중동,사후 재건,2023,2026,4966847153.0,"(분쟁취약) 시리아 분쟁 피해지역 대상 지역참여형 복구전략을 통한 사회적 결속과 통합 촉진사업(UNDP)('23-'26/372만불) Promoting Social Cohesion and Integrating Violence-affected Local Communities through Participatory Area-based Recovery in Syria 지역 참여형 복구전략 수립을 위한 역량 강화, 지역 참여형 복구전략 수립, 복구 우선순위 지정 및 계획 수립, 지역 복구 실현 Capacity building for participatory area-based recovery, Construction participatory area-based recovery"
PRJ_94D2CAA95524,koica_iati,KR-GOV-051-2023010102963,(분쟁취약) 제로헝거 빌리지: 기니 전역 내 제로헝거 달성을 위한 지역사회 단위 회복성 강화사업(WFP)('23-'25/400만불),Zero Hunger Village:Increasing the Resilience of Food-Insecure Communities in Guinea to Achieve Zero Hunger,기니,아프리카 > 사하라 이남 > 서부아프리카,식량생산,2023,2025,6000000000.0,"(분쟁취약) 제로헝거 빌리지: 기니 전역 내 제로헝거 달성을 위한 지역사회 단위 회복성 강화사업(WFP)('23-'25/400만불) Zero Hunger Village:Increasing the Resilience of Food-Insecure Communities in Guinea to Achieve Zero Hunger 농업용 관리 시설 구축 및 기자재 지원, 모자보건 개선을 위한 영양식품 지원, 역량강화 Agricultural facilities and equipment support, food support to improve maternal health, capacity development"
PRJ_7105A51868F3,koica_iati,KR-GOV-051-2023010102967,(분쟁취약) 부르키나파소 농업생산자본 지원 및 경제활동을 통한 청년 및 여성 역량강화 지원사업(WFP)('23-'25/400만불),"Strengthening the resilience of communities affected by crises in Burkina Faso, through support for agricultural production capital and the empowerment of young people and women through economic activ",부르키나파소,아프리카 > 사하라 이남 > 서부아프리카,농촌개발,2023,2025,5160000000.0,"(분쟁취약) 부르키나파소 농업생산자본 지원 및 경제활동을 통한 청년 및 여성 역량강화 지원사업(WFP)('23-'25/400만불) Strengthening the resilience of communities affected by crises in Burkina Faso, through support for agricultural production capital and the empowerment of young people and women through economic activ 부르키나파소 중부 및 동부 지역 실향민(IDPs)과 지역주민(Host community)을 대상으로 식량, 식수, 위생 및 지역생산자원 회복을 통한 생계 역량 지원, 사업대상지 기후 복원력 강화를 통한 지역사회 농업 생태계 복구 지원 Sustainably restore and manage productive capital to increase food and nutrition security in t…"
PRJ_2401747D8FFB,koica_iati,KR-GOV-051-2023010103248,"(분쟁취약) 미얀마 라카인, 몬, 카인 주 분쟁 및 재난 피해지역 회복탄력성 강화사업(IOM)('23-'26/400만불)",Enhancing Community Resilience in Conflict and Disaster-Affected Communities in Myanmar,미얀마,아시아 > 서남 및 중앙아시아,민간주도의 분쟁예방,2023,2025,5160000000.0,"(분쟁취약) 미얀마 라카인, 몬, 카인 주 분쟁 및 재난 피해지역 회복탄력성 강화사업(IOM)('23-'26/400만불) Enhancing Community Resilience in Conflict and Disaster-Affected Communities in Myanmar 지역사회 회복, 사회통합, 커뮤니티 서비스 접근성 향상, 생계 기반 활동 증진을 통해 충격 흡수 및 대응능력을 강화하고 분쟁 및 재난 발생에 따른 위험을 감소하여 미래 위험 및 위기 발생 요소 최소화 Local community restoration, Improvement in accessibility to community service, facilitation for economic activities to set a resilience toward conflict and disaster"
PRJ_DED198E7A36D,koica_iati,KR-GOV-051-2023010103252,(분쟁취약) 콜롬비아 내 베네수엘라 난민 및 이주민 지역사회 통합지원 사업(IOM)('23-'26/400만불),"Promoting Integration Opportunity and Community Resiliency forRefugees, Migrants and Host Communities through actions focusing on the Humanitarian-Development-Peace nexus(IOM)",콜롬비아,아메리카 > 남아메리카,이민 이주 원활화,2023,2026,5677000000.0,"(분쟁취약) 콜롬비아 내 베네수엘라 난민 및 이주민 지역사회 통합지원 사업(IOM)('23-'26/400만불) Promoting Integration Opportunity and Community Resiliency forRefugees, Migrants and Host Communities through actions focusing on the Humanitarian-Development-Peace nexus(IOM) 지역사회, 난민 간 관계 개선을 통한 사회적 및 평화적 공존, 소득창출 역량강화를 통한 지역사회 생계 강화, 공공서비스 및 거주 접근성 증진 Promoting Integration Opportunity and Community Resiliency forRefugees, Migrants and Host Communities through actions focusing on the Humanitarian-Development-Peace nexus(IOM)"
PRJ_AA1F1CCA91A0,koica_iati,KR-GOV-051-2024010103416,(분쟁취약) 모잠비크 북부지역 취약 커뮤니티의 식량안보 및 복원력 강화사업(WFP)('23-'26/400만불),Enhancing food security and resilience of vulnerable communities in fragile areas of northern Mozambique,모잠비크,아프리카 > 사하라 이남 > 동부아프리카,농업 개발,2024,2026,5200000000.0,(분쟁취약) 모잠비크 북부지역 취약 커뮤니티의 식량안보 및 복원력 강화사업(WFP)('23-'26/400만불) Enhancing food security and resilience of vulnerable communities in fragile areas of northern Mozambique 카보델가도 지역의 취약계층 대상 식량 및 영양 안보 개선 To enhance the food and nutrition security of vulnerable population of Cabo Delgado province through participatory tools contributing to HDP nexus
PRJ_21FB8748B8B7,koica_iati,KR-GOV-051-2023010103457,(분쟁취약) 미얀마 카친주 국내실향민 귀환 및 정착 지원을 통한 지역사회 회복력 강화사업(UNHCR-UNFPA)('23-'25/400만불),Supporting the Voluntary Return and Settlement of Internally Displaced People in Kachin State through Right-based Interventions,미얀마,아시아 > 서남 및 중앙아시아,민간주도의 분쟁예방,2023,2025,5654000000.0,"(분쟁취약) 미얀마 카친주 국내실향민 귀환 및 정착 지원을 통한 지역사회 회복력 강화사업(UNHCR-UNFPA)('23-'25/400만불) Supporting the Voluntary Return and Settlement of Internally Displaced People in Kachin State through Right-based Interventions IDP 권리 보호 및 권리 향유를 위한 이해 증진, IDP 젠더폭력 대응 및 성생식보건 서비스 접근성 증진, IDP 커뮤니티 지역회복탄력성 강화, IDP 커뮤니티 재난대응력 강화 Conflict-affected and IDP communities pursuing solutions are able to protect themselves by understanding, claiming and exercising their rights., Conflict-affected and displaced communities purs…"
PRJ_8249E366BF5E,koica_iati,KR-GOV-051-2023010103459,(분쟁취약) 미얀마 4개 주 취약농가 식량안보 및 탄력적 생계구축 지원사업(FAO)('23-'26/400만불),mproving food security and resilient livelihoods in crisis-affected regions/states of Myanmar with humanitarian development peace nexus and conflict sensitive approach (FAO),미얀마,아시아 > 서남 및 중앙아시아,민간주도의 분쟁예방,2023,2026,5309000000.0,"(분쟁취약) 미얀마 4개 주 취약농가 식량안보 및 탄력적 생계구축 지원사업(FAO)('23-'26/400만불) mproving food security and resilient livelihoods in crisis-affected regions/states of Myanmar with humanitarian development peace nexus and conflict sensitive approach (FAO) 사회통합력 강화(농업지원사업 계획수립, 재해재난 대응 훈련, CBDRM 개발 및 역량진단 등), 농업생산성 증대(대상마을 및 수혜자 선정, 농업지원물품 조달 및 공급, 기후변화, 범분야 등에 대한 인식개선), 재해,재난 대응 회복력 강화(AA프로토콜 개발, 현금전달지원, 모니터링 및 정기점검 등) Improved community social cohesion to strengthen resilience and build peace, 16 600 most vulnera…"
PRJ_E468BAB8E726,koica_iati,KR-GOV-051-2024010101086,"(분쟁취약) 미얀마 만달레이, 마그웨이, 샨 주 분쟁 및 재난 피해 지역사회 회복력 강화사업(UNDP)('24-'26/400만불)",Resilience-Building Support to Disaster/Conflict Affected Communities in Myanmar,미얀마,아시아 > 서남 및 중앙아시아,민간주도의 분쟁예방,2024,2026,5440000000.0,"(분쟁취약) 미얀마 만달레이, 마그웨이, 샨 주 분쟁 및 재난 피해 지역사회 회복력 강화사업(UNDP)('24-'26/400만불) Resilience-Building Support to Disaster/Conflict Affected Communities in Myanmar 재난 및 분쟁으로 영향을 받는 커뮤니티, 가구, 개인들의 식량 안보, 소득 창출 기회 개선, 커뮤니티기반 기본 인프라와 서비스 이용 가능성 향상, 자연자원 관리, 기후 변화, 재해 관리의 개선을 통해 회복탄력성력 증진 The resilience of disaster/conflict-affected communities, households, and individuals is enhanced by improving food security, income-generating opportunities, access to basic infrastructure and services, and the management …"
PRJ_62090727590D,koica_iati,KR-GOV-051-2024090102920,(분쟁취약) 아프리카 권역 포트폴리오 접근을 통한 분쟁취약국 회복력 증진 사업(UNDP)('25-'27/200만불),Increasing resilience in conflict-affected and fragile states through Systems and Portfolio approaches,상투메프린시페,아프리카 > 사하라 이남 > 중부아프리카,치안제도 관리 및 개선,2025,2027,2600000000.0,"(분쟁취약) 아프리카 권역 포트폴리오 접근을 통한 분쟁취약국 회복력 증진 사업(UNDP)('25-'27/200만불) Increasing resilience in conflict-affected and fragile states through Systems and Portfolio approaches 아프리카 분쟁 피해 국가 내 회복력 증진을 위한 포트폴리오 모델 개발, 포트폴리오 모델을 활용한 파일럿 개입 활동 실시, 포트폴리오 접근법 이행에서 도출된 교훈 역내 확산 A portfolio metamodel to augment resilience in states affected by conflict in Africa is accessible for the project partners, Interventions piloted in Sao Tome and Principe and scaled-up in the 4 additional countries, and Lessons from p…"
PRJ_165E01C892C2,koica_iati,KR-GOV-051-2024010103849,(분쟁취약) (팔레스타인) 중동CIS 권역 분쟁 상황 성폭력 예방 및 생존자 지원 사업(UNFPA)('24-'27/900만불),"Provision of lifesaving, integrated SRH and GBV services in humanitarian settings",서안지구 및 가자지구,아시아 > 중동,생식보건,2024,2027,8143200000.0,"(분쟁취약) (팔레스타인) 중동CIS 권역 분쟁 상황 성폭력 예방 및 생존자 지원 사업(UNFPA)('24-'27/900만불) Provision of lifesaving, integrated SRH and GBV services in humanitarian settings 1. 성재생산보건(SRH) 서비스 강화 2. 젠더기반폭력(GBV) 예방 및 완화 3. SRH 및 GBV 조정 메커니즘 강화 1. Lifesaving SRH services, guided by MISP, provided in a consistent, efficient, and quality manner are accessible for women and girls.2. Lifesaving GBV prevention, risk mitigation, and response programs are provided to women, girls, men and boys in need in a safe, dignified, …"
PRJ_CD5236AC28AE,koica_iati,KR-GOV-051-2024010103851,(분쟁취약) (레바논) 중동CIS 권역 분쟁 상황 성폭력 예방 및 생존자 지원 사업(UNFPA)('24-'27/900만불),"Provision of lifesaving, integrated SRH and GBV services in humanitarian settings",레바논,아시아 > 중동,생식보건,2024,2027,3556800000.0,"(분쟁취약) (레바논) 중동CIS 권역 분쟁 상황 성폭력 예방 및 생존자 지원 사업(UNFPA)('24-'27/900만불) Provision of lifesaving, integrated SRH and GBV services in humanitarian settings 1. 성재생산보건(SRH) 서비스 강화 2. 젠더기반폭력(GBV) 예방 및 완화 3. SRH 및 GBV 조정 메커니즘 강화 1. Lifesaving SRH services, guided by MISP, provided in a consistent, efficient, and quality manner are accessible for women and girls.2. Lifesaving GBV prevention, risk mitigation, and response programs are provided to women, girls, men and boys in need in a safe, dignified, an…"
PRJ_61225AA293F9,koica_iati,KR-GOV-051-2024010103853,(분쟁취약) (레바논) 중동CIS 권역 분쟁 및 취약지역 내 생계 강화 및 경제 활성화 사업(IOM)('24-'26/475만불),Empowering Livelihoods and Economic Vitality in Fragile and Conflict Zones,레바논,아시아 > 중동,민간주도의 분쟁예방,2024,2026,3034395000.0,"(분쟁취약) (레바논) 중동CIS 권역 분쟁 및 취약지역 내 생계 강화 및 경제 활성화 사업(IOM)('24-'26/475만불) Empowering Livelihoods and Economic Vitality in Fragile and Conflict Zones 분쟁 및 취약지역 내 지역경제 활성화를 위한 거버넌스 구축 및 이재민, 귀환 난민, 이주노동자, 수용공동체 주민 등 취약계층 대상 소득 창출 기회 제공을 통해 분쟁에 따른 위기 요인 경감 및 경제적 회복력 강화 Economic Resilience of Displacement-affected Communities: Enhance local economies, facilitate access to short-term and sustainable livelihoods, and enhance local economic infrastructure in displacement-affected communities and areas e…"
PRJ_6DBC99E6F6D2,koica_iati,KR-GOV-051-2024010103855,(분쟁취약) (아르메니아) 중동CIS 권역 분쟁 및 취약지역 내 생계 강화 및 경제 활성화 사업(IOM)('24-'26/475만불),Empowering Livelihoods and Economic Vitality in Fragile and Conflict Zones,아르메니아,아시아 > 서남 및 중앙아시아,민간주도의 분쟁예방,2024,2026,3140605000.0,"(분쟁취약) (아르메니아) 중동CIS 권역 분쟁 및 취약지역 내 생계 강화 및 경제 활성화 사업(IOM)('24-'26/475만불) Empowering Livelihoods and Economic Vitality in Fragile and Conflict Zones 분쟁 및 취약지역 내 지역경제 활성화를 위한 거버넌스 구축 및 이재민, 귀환 난민, 이주노동자, 수용공동체 주민 등 취약계층 대상 소득 창출 기회 제공을 통해 분쟁에 따른 위기 요인 경감 및 경제적 회복력 강화 Resilience of Displacement-affected Communities: Enhance local economies, facilitate access to short-term and sustainable livelihoods, and enhance local economic infrastructure in displacement-affected communities and areas experien…"
PRJ_6782253C0A1C,koica_iati,KR-GOV-051-2024010103857,"(분쟁취약) (중앙아프리카공화국) 아프리카 권역 분쟁 상황 성폭력 예방 및 생존자 지원 사업(UNFPA)('24-'27/2,370만불)","Provision of lifesaving, integrated SRH and GBV services in humanitarian settings",중앙아프리카공화국,아프리카 > 사하라 이남 > 중부아프리카,생식보건,2024,2027,6009524000.0,"(분쟁취약) (중앙아프리카공화국) 아프리카 권역 분쟁 상황 성폭력 예방 및 생존자 지원 사업(UNFPA)('24-'27/2,370만불) Provision of lifesaving, integrated SRH and GBV services in humanitarian settings 1. 성재생산보건(SRH) 서비스 강화 2. 젠더기반폭력(GBV) 예방 및 완화 3. SRH 및 GBV 조정 메커니즘 강화 1. Lifesaving SRH services, guided by MISP, provided in a consistent, efficient, and quality manner are accessible for women and girls.2. Lifesaving GBV prevention, risk mitigation, and response programs are provided to women, girls, men and boys in need in a safe, dignif…"
PRJ_EB1A0C7E0D2D,koica_iati,KR-GOV-051-2024010103859,"(분쟁취약) (말리) 아프리카 권역 분쟁 상황 성폭력 예방 및 생존자 지원 사업(UNFPA)('24-'27/2,370만불)","Provision of lifesaving, integrated SRH and GBV services in humanitarian settings",말리,아프리카 > 사하라 이남 > 서부아프리카,생식보건,2024,2027,4718110000.0,"(분쟁취약) (말리) 아프리카 권역 분쟁 상황 성폭력 예방 및 생존자 지원 사업(UNFPA)('24-'27/2,370만불) Provision of lifesaving, integrated SRH and GBV services in humanitarian settings 1. 성재생산보건(SRH) 서비스 강화 2. 젠더기반폭력(GBV) 예방 및 완화 3. SRH 및 GBV 조정 메커니즘 강화 1. Lifesaving SRH services, guided by MISP, provided in a consistent, efficient, and quality manner are accessible for women and girls.2. Lifesaving GBV prevention, risk mitigation, and response programs are provided to women, girls, men and boys in need in a safe, dignified, an…"
PRJ_89F5CB2C6927,koica_iati,KR-GOV-051-2024010103861,"(분쟁취약) (남수단) 아프리카 권역 분쟁 상황 성폭력 예방 및 생존자 지원 사업(UNFPA)('24-'27/2,370만불)","Provision of lifesaving, integrated SRH and GBV services in humanitarian settings",남수단,아프리카 > 사하라 이남 > 동부아프리카,생식보건,2024,2027,5933777000.0,"(분쟁취약) (남수단) 아프리카 권역 분쟁 상황 성폭력 예방 및 생존자 지원 사업(UNFPA)('24-'27/2,370만불) Provision of lifesaving, integrated SRH and GBV services in humanitarian settings 1. 성재생산보건(SRH) 서비스 강화 2. 젠더기반폭력(GBV) 예방 및 완화 3. SRH 및 GBV 조정 메커니즘 강화 1. Lifesaving SRH services, guided by MISP, provided in a consistent, efficient, and quality manner are accessible for women and girls.2. Lifesaving GBV prevention, risk mitigation, and response programs are provided to women, girls, men and boys in need in a safe, dignified, a…"
PRJ_8BE7BD208CC9,koica_iati,KR-GOV-051-2024010103863,"(분쟁취약) (소말리아) 아프리카 권역 분쟁 상황 성폭력 예방 및 생존자 지원 사업(UNFPA)('24-'27/2,370만불)","Provision of lifesaving, integrated SRH and GBV services in humanitarian settings",소말리아,아프리카 > 사하라 이남 > 동부아프리카,생식보건,2024,2027,14148589000.0,"(분쟁취약) (소말리아) 아프리카 권역 분쟁 상황 성폭력 예방 및 생존자 지원 사업(UNFPA)('24-'27/2,370만불) Provision of lifesaving, integrated SRH and GBV services in humanitarian settings 1. 성재생산보건(SRH) 서비스 강화 2. 젠더기반폭력(GBV) 예방 및 완화 3. SRH 및 GBV 조정 메커니즘 강화 1. Lifesaving SRH services, guided by MISP, provided in a consistent, efficient, and quality manner are accessible for women and girls.2. Lifesaving GBV prevention, risk mitigation, and response programs are provided to women, girls, men and boys in need in a safe, dignified, …"
PRJ_FDCAE3A16703,koica_iati,KR-GOV-051-2024010103865,"(분쟁취약) (짐바브웨) 아프리카 권역 기후취약지역 아동 사회서비스 접근성 개선 사업(UNICEF)('24-'27/1,000만불)",Climate Action for the Last Mile: Reaching the most Vulnerable Children,짐바브웨,아프리카 > 사하라 이남 > 동부아프리카,수자원정책 및 행정관리,2024,2027,7624040000.0,"(분쟁취약) (짐바브웨) 아프리카 권역 기후취약지역 아동 사회서비스 접근성 개선 사업(UNICEF)('24-'27/1,000만불) Climate Action for the Last Mile: Reaching the most Vulnerable Children 1. 기후스마트 사회서비스 제공 2. 아동친화적 기후 정책 및 제도적 역량 구축 1. Increased climate resilience for children and their communities through provision of climate-smart social infrastructure and access to net-zero climate-smart social services through gender responsive and inclusive low-carbon development pathways to reduce climate vulnerabilities in the targeted areas. 2. …"
PRJ_AD57292E795F,koica_iati,KR-GOV-051-2024010103867,"(분쟁취약) (코모로) 아프리카 권역 기후취약지역 아동 사회서비스 접근성 개선 사업(UNICEF)('24-'27/1,000만불)",Climate Action for the Last Mile: Reaching the most Vulnerable Children,코모로,아프리카 > 사하라 이남 > 동부아프리카,수자원정책 및 행정관리,2024,2027,5375960000.0,"(분쟁취약) (코모로) 아프리카 권역 기후취약지역 아동 사회서비스 접근성 개선 사업(UNICEF)('24-'27/1,000만불) Climate Action for the Last Mile: Reaching the most Vulnerable Children 1. 기후스마트 사회서비스 제공 2. 아동친화적 기후 정책 및 제도적 역량 구축 1. Increased climate resilience for children and their communities through provision of climate-smart social infrastructure and access to net-zero climate-smart social services through gender responsive and inclusive low-carbon development pathways to reduce climate vulnerabilities in the targeted areas. 2. C…"
PRJ_F2F455A55D69,koica_iati,KR-GOV-051-2024010103873,"(분쟁취약) (소말리아) 아프리카 권역 평화구축 및 폭력적 극단주의 예방 사업(UNDP)('24-'27/1,800만불)",Peacebuilding and Preventing Violent Extremism in East Africa,소말리아,아프리카 > 사하라 이남 > 동부아프리카,민간주도의 분쟁예방,2024,2027,7797971000.0,"(분쟁취약) (소말리아) 아프리카 권역 평화구축 및 폭력적 극단주의 예방 사업(UNDP)('24-'27/1,800만불) Peacebuilding and Preventing Violent Extremism in East Africa 청년 및 취약계층 대상 사회경제적 회복력과 생계역량 강화, 커뮤니티 폭력적 극단주의 조기경보 시스템 기능 향상, 종교 기관 평화 구축 역량 지원, 귀환민 사회재통합 지원, 중앙 및 지방 정부 차원 폭력적 극단주의 대응을 위한 정보 제공 To bolster community resilience by focusing on strengthening socio-economic capacities and access to livelihoods, particularly among at-risk youth and other vulnerable groups in target locations. This objective is attained through various…"
PRJ_5F8BDD6A6300,koica_iati,KR-GOV-051-2024010103875,"(분쟁취약) (남수단) 아프리카 권역 평화구축 및 폭력적 극단주의 예방 사업(UNDP)('24-'27/1,800만불)",Peacebuilding and Preventing Violent Extremism in East Africa,남수단,아프리카 > 사하라 이남 > 동부아프리카,민간주도의 분쟁예방,2024,2027,7796993000.0,"(분쟁취약) (남수단) 아프리카 권역 평화구축 및 폭력적 극단주의 예방 사업(UNDP)('24-'27/1,800만불) Peacebuilding and Preventing Violent Extremism in East Africa 청년 및 취약계층 대상 사회경제적 회복력과 생계역량 강화, 커뮤니티 폭력적 극단주의 조기경보 시스템 기능 향상, 종교 기관 평화 구축 역량 지원, 귀환민 사회재통합 지원, 중앙 및 지방 정부 차원 폭력적 극단주의 대응을 위한 정보 제공 To bolster community resilience by focusing on strengthening socio-economic capacities and access to livelihoods, particularly among at-risk youth and other vulnerable groups in target locations. This objective is attained through various …"
PRJ_EFBBD065A147,koica_iati,KR-GOV-051-2024010103877,"(분쟁취약) (케냐) 아프리카 권역 평화구축 및 폭력적 극단주의 예방 사업(UNDP)('24-'27/1,800만불)",Peacebuilding and Preventing Violent Extremism in East Africa,케냐,아프리카 > 사하라 이남 > 동부아프리카,민간주도의 분쟁예방,2024,2027,7805036000.0,"(분쟁취약) (케냐) 아프리카 권역 평화구축 및 폭력적 극단주의 예방 사업(UNDP)('24-'27/1,800만불) Peacebuilding and Preventing Violent Extremism in East Africa 청년 및 취약계층 대상 사회경제적 회복력과 생계역량 강화, 커뮤니티 폭력적 극단주의 조기경보 시스템 기능 향상, 종교 기관 평화 구축 역량 지원, 귀환민 사회재통합 지원, 중앙 및 지방 정부 차원 폭력적 극단주의 대응을 위한 정보 제공 To bolster community resilience by focusing on strengthening socio-economic capacities and access to livelihoods, particularly among at-risk youth and other vulnerable groups in target locations. This objective is attained through various m…"
PRJ_46A994BEFBC9,koica_iati,KR-GOV-051-2024010103879,"(분쟁취약) (기니) 아프리카 권역 분쟁 및 취약지역 내 생계 강화 및 경제 활성화 사업(IOM)('24-'27/1,280만불)",Empowering Livelihoods and Economic Vitality in Fragile and Conflict Zones,기니,아프리카 > 사하라 이남 > 서부아프리카,민간주도의 분쟁예방,2024,2027,3861589000.0,"(분쟁취약) (기니) 아프리카 권역 분쟁 및 취약지역 내 생계 강화 및 경제 활성화 사업(IOM)('24-'27/1,280만불) Empowering Livelihoods and Economic Vitality in Fragile and Conflict Zones 분쟁 및 취약지역 내 지역경제 활성화를 위한 거버넌스 구축 및 이재민, 귀환 난민, 이주노동자, 수용공동체 주민 등 취약계층 대상 소득 창출 기회 제공을 통해 분쟁에 따른 위기 요인 경감 및 경제적 회복력 강화 Economic Resilience of Displacement-affected Communities: Enhance local economies, facilitate access to short-term and sustainable livelihoods, and enhance local economic infrastructure in displacement-affected communities and areas e…"
PRJ_D5547B8C3C08,koica_iati,KR-GOV-051-2024010103881,"(분쟁취약) (소말리아) 아프리카 권역 분쟁 및 취약지역 내 생계 강화 및 경제 활성화 사업(IOM)('24-'27/1,280만불)",Empowering Livelihoods and Economic Vitality in Fragile and Conflict Zones,소말리아,아프리카 > 사하라 이남 > 동부아프리카,민간주도의 분쟁예방,2024,2027,6633813000.0,"(분쟁취약) (소말리아) 아프리카 권역 분쟁 및 취약지역 내 생계 강화 및 경제 활성화 사업(IOM)('24-'27/1,280만불) Empowering Livelihoods and Economic Vitality in Fragile and Conflict Zones 분쟁 및 취약지역 내 지역경제 활성화를 위한 거버넌스 구축 및 이재민, 귀환 난민, 이주노동자, 수용공동체 주민 등 취약계층 대상 소득 창출 기회 제공을 통해 분쟁에 따른 위기 요인 경감 및 경제적 회복력 강화 Economic Resilience of Displacement-affected Communities: Enhance local economies, facilitate access to short-term and sustainable livelihoods, and enhance local economic infrastructure in displacement-affected communities and areas…"
PRJ_3C0D74604890,koica_iati,KR-GOV-051-2024010103883,"(분쟁취약) (케냐) 아프리카 권역 분쟁 및 취약지역 내 생계 강화 및 경제 활성화 사업(IOM)('24-'27/1,280만불)",Empowering Livelihoods and Economic Vitality in Fragile and Conflict Zones,케냐,아프리카 > 사하라 이남 > 동부아프리카,민간주도의 분쟁예방,2024,2027,6144598000.0,"(분쟁취약) (케냐) 아프리카 권역 분쟁 및 취약지역 내 생계 강화 및 경제 활성화 사업(IOM)('24-'27/1,280만불) Empowering Livelihoods and Economic Vitality in Fragile and Conflict Zones 분쟁 및 취약지역 내 지역경제 활성화를 위한 거버넌스 구축 및 이재민, 귀환 난민, 이주노동자, 수용공동체 주민 등 취약계층 대상 소득 창출 기회 제공을 통해 분쟁에 따른 위기 요인 경감 및 경제적 회복력 강화 Economic Resilience of Displacement-affected Communities: Enhance local economies, facilitate access to short-term and sustainable livelihoods, and enhance local economic infrastructure in displacement-affected communities and areas e…"
PRJ_8B6761828163,koica_iati,KR-GOV-051-2024010103885,"(분쟁취약) (파푸아뉴기니) 아시아태평양 권역 기후취약지역 아동 사회서비스 접근성 개선 사업(UNICEF)('24-'27/2,520만불)",Climate Action for the Last Mile: Reaching the most Vulnerable Children,파푸아뉴기니,오세아니아 > 멜라네시아,수자원정책 및 행정관리,2024,2027,11656667000.0,"(분쟁취약) (파푸아뉴기니) 아시아태평양 권역 기후취약지역 아동 사회서비스 접근성 개선 사업(UNICEF)('24-'27/2,520만불) Climate Action for the Last Mile: Reaching the most Vulnerable Children 1. 기후스마트 사회서비스 제공 2. 아동친화적 기후 정책 및 제도적 역량 구축 1. Increased climate resilience for children and their communities through provision of climate-smart social infrastructure and access to net-zero climate-smart social services through gender responsive and inclusive low-carbon development pathways to reduce climate vulnerabilities in the targeted areas.…"
PRJ_66885B0654B7,koica_iati,KR-GOV-051-2024010103887,"(분쟁취약) (동티모르) 아시아태평양 권역 기후취약지역 아동 사회서비스 접근성 개선 사업(UNICEF)('24-'27/2,520만불)",Climate Action for the Last Mile: Reaching the most Vulnerable Children,동티모르,아시아 > 극동 아시아,수자원정책 및 행정관리,2024,2027,10291666000.0,"(분쟁취약) (동티모르) 아시아태평양 권역 기후취약지역 아동 사회서비스 접근성 개선 사업(UNICEF)('24-'27/2,520만불) Climate Action for the Last Mile: Reaching the most Vulnerable Children 1. 기후스마트 사회서비스 제공 2. 아동친화적 기후 정책 및 제도적 역량 구축 1. Increased climate resilience for children and their communities through provision of climate-smart social infrastructure and access to net-zero climate-smart social services through gender responsive and inclusive low-carbon development pathways to reduce climate vulnerabilities in the targeted areas. 2…"
