기관구분,등록기관,등록번호,유형,단체명,대표자,소재지,주된사업,연락처,등록일,주관과
중앙행정기관,외교부,175,,한러대화,이규형,서울 성북구 성북로 76-11,한국과 러시아 양국 국민간의 상호이해 심화를 위해 ‘한러대화 KRD포럼’을 비롯한 다방면의 교류사업을 전개,,2014-08-01,문화교류협력과
중앙행정기관,외교부,177,,한아프리카교류협회,양재택,서울시 용산구 한강대로 21길 7,"한국과 아프리카 간의 경제, 사회, 체육, 문화 등 제분야에서 민간차원의 교류와 협력을 통해 상호 이익과 이해 및 관계 증진",02-539-4400,2014-08-19,문화교류협력과
중앙행정기관,외교부,178,,아프리카인사이트,최동환,"서울특별시 성동구 서울숲 4길 21, 예원빌딩 3층","아프리카 교육 옹호, 문화예술 국제협력 사업",070-7559-2013,2014-09-12,문화교류협력과
중앙행정기관,외교부,179,,서울의료봉사재단,김세영,서울시 서초구 태봉로 70 서초우면플라자 1차 303호,"국제의료봉사, 안면기형수술 및 치과진료, 주민아동교육",02-3283-9004,2014-09-22,문화교류협력과
중앙행정기관,외교부,180,,원코리아,김희정,서울시 구로구 디지털로34길 43 코오롱싸이언스밸리1차 1008호,"문화축제개최, 희망장학금 프로젝트, 선플달기, 통일문화교육, 국제학술세미나 및 전시회 개최 등",070-4212-6646,2014-10-29,문화교류협력과
중앙행정기관,외교부,181,,Y-SMU(코션),최명근,경기도 안양시 만안구 만안로 70 3층,해외 및 국내 자원봉사 운영 및 지원,031-385-7701,2014-11-20,문화교류협력과
중앙행정기관,외교부,185,,아이씨씨코리아,조병일,서울 노원구 공릉동 661-5 그린힐빌딩 404호,"1. 해외 고아들을 위한 생명 살리기 운동(국제아동복기기구 운영) 
2. 네팔과 방글라데시의 노예나 성 노예로 팔려가는 5-15세 아동 구출 운동  
3. 국내 다문화가정 고아 돌보기",,2015-05-12,문화교류협력과
중앙행정기관,외교부,186,,WPNK,김윤한,"서울특별시 종로구 새문안로3길 12, B9(신문로 1가, 신문로빌딩)","국내외 무국적자 구호와 지원, 무국적자 해소를 위한 여론 조성과 국제적 연대",,2015-06-02,문화교류협력과
중앙행정기관,외교부,187,,리설츠코리아,김선경,"경기도 안양시 동안구 운곡로86번길 13, 3동 210호","빈곤퇴치와 환경 관련, 교육, 옹호, 홍보, 문화, 예술, 출판, 연구 및 개발 사업",,2015-07-28,문화교류협력과
중앙행정기관,외교부,193,,지구촌구호개발연대,전병금,"서울시 종로구 대학로19, 한국기독교회관 604호","지구촌의 각종 재난과 재해에 필요한 긴급구호와 재건, 복구, 개발협력 사업",02-744-1895,2018-05-24,문화교류협력과
중앙행정기관,외교부,194,,국제사랑의봉사단,주영길,"경기도 성남시 수정구 사송로 46번길 20, 3층","해외 국제개발 협력사업
해외 단기 봉사사업
국내 장애인 및 미혼모가정 지원 사업",031-704-3914,2019-01-30,문화교류협력과
중앙행정기관,법무부,2,재단법인,자녀안심하고 학교보내기운동 국민재단,성낙인,"서울특별시 강남구 테헤란로108길 12, 하나빌딩 8층 (대치동)",청소년선도보호사업,02-3453-5226,2000-04-27,보호정책과
중앙행정기관,법무부,6,사단법인,피난처,이호택,"서울특별시 금천구 가마산로 76, 2층",국내외 난민과 북한난민의 구호 등,02-871-5382,2005-11-08,국적ㆍ난민과
중앙행정기관,법무부,7,,민주사회를위한변호사모임,윤복남,서울특별시 서초구 서초동 법원로4길 23 양지빌딩 2층,"기본적 인권의 옹호와
사회정의 실현을 위한 연구, 조사, 변론, 여론형성 및 연대활동 등",02-522-7284,2007-02-12,법무과
중앙행정기관,법무부,8,,경제민주화를 위한 민생연대,이선근,서울 영등로구 당산동3가 65-1 1층,"주택상가 임차인 보호 파산면책 지원
사채피해자 구제등",02-867-8020,2009-07-15,법무심의관실
중앙행정기관,법무부,10,사단법인,건강사회운동본부,안창영,"서울특별시 강남구 남부순환로 2912, 304호","▪ 건강한 사회를 만들기 위한 대국민 교육 및 홍보·문화사업
▪ 재한외국인 고충상담, 의료 지원 등 정착 및 사회통합 지원 사업
▪ 이민자 대상 기초질서 지키기 캠페인 등 문화·교육 사업",02-3789-0041,2012-12-21,이민통합과
중앙행정기관,법무부,11,재단법인,행복세상,김성호,"서울특별시 강남구 테헤란로108길 19, 부림빌딩 6층 (대치동)","준법의식 확산 등을 위한 제도와 법령의 연구 및 제안
기업과 사회의 상생발전을 위한 사회공헌 프로그램 전개",02-558-0001,2013-02-08,법무심의관실
중앙행정기관,법무부,12,,행복공장,심수일,"서울특별시 관악구 남현4길 14, 2층",체험교도소 프로그램과 재소자들에 대한 치유프로그램 운용 등,02-6084-1016,2014-03-26,보호정책과
중앙행정기관,법무부,13,사단법인,교정자원봉사지원센터,김옥룡,"서울특별시 양천구 오목로 48길 28, 1층","수형자 가족사랑캠프 등 교육 운용
범죄 가해자와 피해자 지원을 통한 회복적 사법정의 실현",02-2602-0612,2014-12-11,사회복귀과
중앙행정기관,법무부,14,,한국폭력예방상담학회,이정숙,서울 서초구 강남대로65길12,폭력예방홍보 및 상담 활동 등,070-7132-3024,2017-11-16,보호정책과
중앙행정기관,국방부,3,,국민생활안보협회,양수근,"서울 용산구 이태원로 29, 전쟁기념관 4층(용산동1가)",국가안보의식고취,02-725-3106,2008-12-10,정신전력문화정책과
중앙행정기관,국방부,4,사단법인,나라사랑포병연합,기훈,서울특별시 송파구 가락로 40길 3-3(3층),국가 안보활동 및 6.25 포병전사 계승 발전,02-412-7301,2009-02-18,병영문화혁신TF
중앙행정기관,국방부,5,,예비역대령연합회,김성종,"서울시 서초구 남부순환로 2569, 6층(대한성서공회)",안보협력단체 협력 및 교류활동,02-6392-0066,2009-02-25,예비역정책발전팀
중앙행정기관,국방부,6,사단법인,자유대한지키기국민운동본부,임은빈,"서울특별시 종로구 김상옥로 30, 기독교연합회관 1207호 (연지동)",안보 및 애국정신계도,02-3394-6039,2009-02-27,정신전력문화정책과
중앙행정기관,국방부,10,,21C안보실천연합,김정식,"서울특별시 노원구 공릉로 166-1, 3층 (공릉동)",안보강연 및 연구,02-975-6072,2009-03-18,정신전력문화정책과
중앙행정기관,국방부,7,,대한민국학도의용군회,김창균,경기도 부천시 조마루로 386번길 17(2층),의용정신 및 민족정신고취,02-336-0841,2009-03-18,병영정책과
중앙행정기관,국방부,8,사단법인,대한민국월남전참전자회,이화종,"서울특별시 송파구 백제고분로 401(골재회관 3층, 5층)",국가안보와 자유민주주의 체제수호,02-412-7445,2009-03-18,병영문화혁신 TF
중앙행정기관,국방부,9,사단법인,충호안보연합,문두식,"서울시 송파구 송파대로 28길 24, 1201호(가락동, 밀리아나2차 오피스텔)",통일안보 정책연구와 교육,02-778-4202,2009-03-18,정신전력문화정책과
중앙행정기관,국방부,11,,보라매회,한주석,서울특별시 동작구 여의대방로36길 92 (대방동),자유민주주의 수호 및 사회봉사,02-825- 8461,2009-04-10,병영문화혁신TF
중앙행정기관,국방부,12,사단법인,한국위기관리연구소,김운용,서울특별시 강남구 논현로189길 6 (압구정동),위기관리 및 안보 관련연구,02-583-7605,2009-04-10,방위정책과
중앙행정기관,국방부,13,사단법인,(사)대한민국육군발전협회,김판규,"서울특별시 용산구 이태원로 29, 전쟁기념관 432호 (용산동1가)",국방정책과 군 발전 지원과 후원,02-749-6987,2009-04-10,병영문화혁신TF
중앙행정기관,국방부,14,,대한민국6.25전쟁전사자유자녀회,최해근,"서울특별시 용산구 한강대로80길 21-9, 남영빌딩 201호 (남영동)",국가안보 및 보훈 선양 활동,02-782-2046,2009-04-10,병영문화혁신TF
중앙행정기관,국방부,15,,대한민국6.25 참전유공자회,손희원,"서울시 강동구 천중로 206 호국영웅보훈회관 2, 3층",안보의식 고취 및 자유민주주의 수호,02-419-3851,2009-05-08,병영문화혁신TF
중앙행정기관,국방부,16,,대한민국육∙해∙공군∙해병대예비역영관장교연합회,권오헌,서울특별시 성동구 왕십리로 115 (성수동1가),국가안보활동 및 호국선양,02-415-3715,2009-09-28,병영문화혁신TF
중앙행정기관,국방부,19,사단법인,사단법인 밝은사회 연구원,변상복,"경기도 성남시 수정구 탄리로 132번길, 17-11","나라사랑교육, 캠페인 및 연구개발",02-456-9058,2010-02-19,정신전력문화정책과
중앙행정기관,국방부,23,사단법인,국군문화진흥원,최병헌,서울특별시 금천구 시흥대로153길 26 (독산동),도서기증 및 병영문화 개선 등을 통한 국군 사기진작,070-7585-3800,2011-12-28,정신전력문화정책과
중앙행정기관,국방부,24,,백암산패밀리,정문식,"서울특별시 광진구 면목로 32, 대도빌딩 305호 (군자동)",故 정경화 소령 추모 및 병영 도서보급,02-458-6912,2011-12-30,정신전력문화정책과
중앙행정기관,국방부,26,사단법인,(사)대한민국특전사동지회,최익봉,경기도 이천시 마장면 억만리로 137 충성회관 3층,"대북안보전략연구 및 세미나, 안보체험교육 등",031-635-7111,2012-12-17,예비전력과
중앙행정기관,국방부,27,사단법인,(사)6.25국군포로유족회,손명화,"서울시 중구 만리재로 193, 221호(서울역 디오빌)",안보의식 함양 및 북한 바로 알리기를 통한통일 홍보사업 등,02)976-9982,2013-01-10,군비통제과
중앙행정기관,국방부,28,사단법인,(사)통일안보전략연구소,강우칠,서울특별시 용산구 이태원로 29 전쟁기념관 435,"국가안보 및 전쟁의 역사 등과 관련된 학술연구 및 교육, 관련 자료 출판․보급, 봉사활동 등",02-790-3411,2013-03-11,기본정책과
중앙행정기관,국방부,29,사단법인,대한민국예비역부사관총연합회,오석철,서울시 서초구 남부순환로 2569 재향군인회 5층,"안보관련 우수·선행사례 발굴 및 전파, 순국용사에 대한 추모 및 선양, 호국정신 함양 및 계도 등",02-928-1223,2013-04-12,국방일자리정책과
중앙행정기관,국방부,31,사단법인,호림안보협의회,정규필,"서울 구로구 디지털로 271, 605호(구로도으 벽산디지털밸리 3차)","호림부대 활약상 홍보·선양을 통한 국민안보의식 고취, 군부대 순회강연·도서보급을 통한 장병 정서 함양 등",02-762-9298,2013-11-22,정신전력문화정책과
중앙행정기관,국방부,32,사단법인,(사)한국문화안보연구원,김동명,서울 서초구 강남대로 25길 37(양재동 양촌빌딩 2층),"문화안보 개념의 정립 및 확산, 국방문화정책개발에 대한 연구 협력 및 지원 등",02-2265-0570,2014-02-07,정신전력문화정책과
중앙행정기관,국방부,33,사단법인,(사)국방국악문화진흥회,변상문,"서울특별시 용산구 한강대로 262-1, 남영빌딩 2층",군내 국악 전통문화 보급을 위한 협력·지원 사업의 개발 및 연구 등,02-794-8838,2014-12-24,정신전력문화정책과
중앙행정기관,국방부,34,사단법인,(사)한국전쟁헌충사업회,정이택,"서울특별시 강서구 공항대로 200, 611호(마곡동, 마곡지웰타워)","안보·역사교육 및 복지·장학·문화사업
한국전쟁헌충박물관 건립 및 운영사업",02-761-3113,2015-12-09,정신전력문화정책과
중앙행정기관,국방부,35,사단법인,(사)한국참전연예예술인협회,윤승문,서울특별시 양천구 목동 923-6 1022호,"참전예술인의 지위향상과 권익 옹호를 위한 사업
연예인 국내외 공연 등 예술활동 지원사업",02-2655-3143,2016-05-26,정신전력문화정책과
중앙행정기관,국방부,36,,북한군사연구회,김영운,서울특별시 중구 서소문동 50-2 삼영빌딩 501호,"북한군 관련 세미나 및 전술연구 토론회 참석
안보교육, 탈북민사회정착지원사업 및 사회봉사활동",02)776-2167,2017-04-24,북한정책과
중앙행정기관,국방부,37,사단법인,21C안보전략연구원,박정하,"서울특별시 종로구 사직로 96, 208호(필운동, 파크뷰타워)",대국민 안보의식 및 장병 정신전력 강화를 위한 안보 학술세미나 개최 및 연구 활동 등,02-6953-0031,2020-11-27,정신전력문화정책과
중앙행정기관,국방부,제38호,사단법인,(사)국방안보포럼,박선우,"서울시 용산구 이태원로 29, 전쟁기념관 433호",국방 안보 정책,02-798-7833,2021-11-18,조직관리담당관
중앙행정기관,경찰청,2,사단법인,전국모범운전자연합회,윤석범,서울특별시 송파구 오금로2길 22(신천동),교통경찰 보조업무수행 및 사회봉사 활동,02-919-4004,2000-05-13,"교통
안전과"
중앙행정기관,경찰청,3,사단법인,어린이교통안전협회,박근영,"서울특별시 강남구 테헤란로 418(대치동), 다봉타원 지하 1층",어린이 교통사고예방 및 교육,02-567-2448,2000-05-13,"교통
안전과"
중앙행정기관,경찰청,4,사단법인,삼운회교통봉사대,전종렬,경기 의정부시 신곡1동 152,교통사고로 부터 국민의 재산과 고귀한 재산지키기,02-353-0074,2000-05-13,"교통
안전과"
중앙행정기관,경찰청,6,사단법인,치안문제연구소,박제상,서울 영등포구 여의도동 국제금융로 70 미원빌딩 604호,"계간 치안문제 발간 무료배포, 민생치안협조, 청소년 계도 활동 등",02-333-5700,2003-03-24,기획조정담당관실
중앙행정기관,경찰청,2019-1,사단법인,사단법인 학교폭력피해자가족협의회,조정실,"서울특별시 강북구 오패산로 135, 2층(미아동)","- 학교폭력 피해학생 및 가족을 대상으로 한 상담지원 사업
- 학교폭력 피해학생 및 학부모 대상 치유기관 운영·치유캠프 진행
- 초·중·고등학교 재학생 및 교사, 학부모 대상 학교폭력 예방교육
- 학교폭력 예방 전문강사·위로상담가 교육 등",,2006-01-18,아동청소년과
중앙행정기관,경찰청,5,사단법인,녹색어머니중앙회,강윤례,"서울특별시 서초구 양재대로 254, 도로교통안전관리공단 9층 (염곡동)",어린이 보호구역내 교통안전 지도,02-2230-6114,2006-02-14,교통안전과
중앙행정기관,경찰청,2013-1,,대한민국 경찰유가족회,권옥자,서울특별시 동작구 현충로 153번지 207호,전사․순직 경찰관 추모 및 명예를 드높히기 위한 사업,02-588-0625,2013-12-16,복지정책담당관실
중앙행정기관,경찰청,2022-01,,피해자통합지원 사회적협동조합,안민숙,"서울특별시 영등포구 여의대방로 379, 1005호","범죄, 재난 및 사고 등으로 인한 피해자 심리상담·법률지원",02-782-1002,2022-07-20,수사인권담당관실
중앙행정기관,경찰청,제2023-02호,,대한민국자율방범중앙회,서천열,"서울특별시 영등포구 문래동 4가 8-5, 제1호(지하)","지역사회
- 방범순찰
- 예방캠페인
- 청소년 선도
- 봉사 등",,2023-09-06,범죄예방정책과
중앙행정기관,교육부,서울-1,사단법인,한국대학사회봉사협의회,변창훈,서울특별시 중구 퇴계로 165 2층(신민빌딩),"대학 사회봉사 활동, 국제친선, 상호이해 증진",02-6393-5347,2000-05-09,평생교육과
중앙행정기관,교육부,4,사단법인,대한어머니회중앙연합회,임태수,서울특별시 강남구 언주로146길 46 대한어머니회관 301호(논현2동),"ㅇ 어머니들의 자질향상을 위한 재교육사업
ㅇ 여성복지사업
ㅇ 정보화사업 등",02-512-0488,2000-05-23,평생교육과
중앙행정기관,교육부,6,사단법인,한국인간교육연구원,윤순홍,광주광역시 북구 증가로42-1,인간교육 프로그램 개발 및 학술교류·세미나 개최,062-372-9582,2000-05-23,"평생교육
체육과"
중앙행정기관,교육부,서울-10,사단법인,흥사단,조성두,서울특별시 종로구 대학로 122 (동숭동),"청소년 선도 및 출판물 발행, 장학금 보조",02-743-2511,2000-05-23,평생교육과
중앙행정기관,교육부,서울-3,사단법인,사단법인 소비자교육중앙회,주경순,서울특별시 중구 퇴계로45길 7 (충무로5가),"- 소비자교육사업
- 소비자보호사업
- 의·식·주 생활 합리화사업 등",02-2265-3627,2000-05-23,평생교육과
중앙행정기관,교육부,서울-4,사단법인,대한어머니중앙연합회,임태수,"서울특별시 강남구 언주로146길 46, 대한어머니회관 301호 (논현동)","◦ 여성직업능력개발을 위한  취․창업 교육, 직업능력개발  훈련과정과 계좌제, 사회적  기업 운영사업 등
◦ 어머니들의 자질향상을   위한 재교육사업
◦ 여성복지사업
◦ 정보화사업 등",02-512-0488,2000-05-23,평생교육과
중앙행정기관,교육부,서울-11,사단법인,참교육을위한전국학부모회,강영미,"서울 서대문구 경기대로 25, 2층 201호(충정로3가)","- 교육환경 및 교육제도 개선을 지원하는 사업
- 교육 발전을 위한 연구사업
- 학부모의 역할과 권리·의무증진을 위한 교육·연구사업
- 청소년 관련 교육 지원 및 복지 사업
- 기타 설립목적 달성을 위하여 필요한 부대 사업",02-393-8900,2000-05-27,평생교육과
중앙행정기관,교육부,서울-14,,한국지역사회교육협의회(KACE),박명래,"서울특별시 송파구 백제고분로31길 11-10, 501호(삼전동)","지역사회교육운동의 프로그램, 자료개발 및 보급 추진 등",02-424-8377,2001-01-17,평생교육과
중앙행정기관,교육부,서울-18,,아름다운학교운동본부,이인규,"서울특별시 동대문구 난계로 250, 경해빌딩 303-2","- 아름다운학교 사례 발굴 및 벤치마킹 연수
- 각종 대안적 학교교육 프로그램 개발 및 보급
- 탄소중립, SDGs, ESG 등 사회변혁을 위한 시민교육 프로그램 개발 및 보급
- 지속가능한 삶을 위한 교육복지 사업",02-765-5778,2002-03-30,평생교육과
중앙행정기관,교육부,서울-20,사단법인,한국청소년순결운동본부,김순희,"서울특별시 용산구 청파로63길 3, 성화빌딩 4층 (청파동1가)",청소년들에 대한 순결가치관을 정립토록 강연 및 캠페인 실시 등,02-718-8226,2003-02-28,평생교육과
중앙행정기관,교육부,서울-23,사단법인,(사)대한시각장애인역리학회,강태봉,서울특별시 성북구 동소문로25가길 20 (동선동4가),"o 역리연구 및 발표에 관한 사항
o 역리교육 및 보급에 관한 사항
o 역리학 서적출판에 관한 사항
o 점자도서관 운영에 관한 사항
o 복지시설 운영에 관한 사항",02-923-4555,2003-04-28,평생교육과
중앙행정기관,교육부,서울-24,,학교를사랑하는학부모모임,최미숙,"서울특별시 종로구 새문안로 87, 덕수빌딩 5층 (신문로1가)",교육환경 및 교육제도 개선을 지원하는 사업 등,02-737-5184,2003-07-15,평생교육과
중앙행정기관,교육부,5,,국가기술자격자연대,손방현,"서울특별시 강남구 봉은사로 129-1, 신천빌딩 6층 (논현동)","조사연구, 시민교육, 홍보선전, 시민고발센터운영 및 법률구조
기술자 제도 관련법 개정 추진방안 강구 등",,2004-06-15,과학기술인력과
중앙행정기관,교육부,서울-28,,한국평생교육총연합회,박인주,"경기도 수원시 영통구 월드컵로 199, 아주대학교 캠퍼스플라자 603호 (원천동)","평생교육 관련 정보와 지식공유, 정책연구, 국제교류사업 등",031)219-2888,2004-08-06,평생교육과
중앙행정기관,교육부,서울-29,사단법인,한국여성정치문화연구소,김정숙,"서울특별시 서초구 강남대로 309, 코리아비즈니스센타 1910호 (서초동)","여성의 사회교육과 가정교육, 국내·외 학술회의, 해외교류 등",02-3474-0738,2004-11-18,평생교육과
중앙행정기관,교육부,서울-30,,한국사회교육원,노재웅,"서울특별시 송파구 충민로 66, 가든파이브라이프동 영관 Y 9174호",평생교육차원의 사회교육활동,02-571-8001,2004-11-18,평생교육과
중앙행정기관,교육부,서울-31,사단법인,색동어머니회,천세정,"서울특별시 서초구 효령로77길 34, 강남아크로텔 920호","동화구연과아동문학 연구·개발 
동화구연 세미나 개최
국내외 관련단체와 교류",02-3487-1352,2005-09-13,평생교육과
중앙행정기관,교육부,서울-32,사단법인,한국노인대학복지협의회,김세중,"서울특별시 구로구 경인로 340-1, 4층 (개봉동)","노인대학교육 및 노인평생교육 정책개발,노인대학교육 및 노인평생교육 프로그램 연구개발,노인교육 관련 자료의 조사.수집.연구",02-2066-9199,2005-10-10,평생교육과
중앙행정기관,교육부,전남-1,사단법인,전국야학연합회,김신,전라남도 순천시 송정길 43 (조례동),청소년의 교육과 복지 및 유관 또는 이의 지원 사업,061-685-0707,2006-04-14,"평생교육
체육과"
중앙행정기관,교육부,서울-35,,자유교육연합,김정수,"서울특별시 강남구 학동로 176,2층",". 자유주의교육 실현을 위한 정책연구 및 제안
. 시민교육 및 조직
. 교육제도 개선사업
. 각종 교육정보 공개 및 게시운동
. 웹사이트 운영, 홍보선전사업",02-792-7931,2006-11-29,평생교육과
중앙행정기관,교육부,서울-36,,동아시아평화를위한역사NGO포럼,양미강,"서울특별시 종로구 난계로 259, 경일오피스텔 804",". 동아시아 역사와 평화를 위한 대화, 소통 및 평화비젼을 모으는 일
. 역사화해와 평화약제 설정, 확산 및 전략적 대안 개발사업
. 동아시아 평화역사 공통과제 개발 및 연구사업",02-312-6118,2009-05-04,평생교육과
중앙행정기관,교육부,서울-38,,좋은학교만들기학부모모임,서인숙,"서울 양천구 월정로 48, 15-2","- 학부모 자녀지도역량 강화 및 교육참여 장려
- 교육수요자 중심의 교육정책 입법 추진 활동
- 자조적 교육공동체 결성 및 활동 고도화 지원
- 한부모가족상담소 운영 등 취약계층 교육복지 지원
- 이주배경 청소년을 위한 한국어교육 등 교육 및 생활정착지원
- 학교밖 청소년 대상 대안교육 과정 운영
- 청소년 자원봉사 지원 및 작은도서관 설치운동",02-792-7937,2010-08-31,평생교육과
중앙행정기관,교육부,서울-39,,교육과학강국실천연합,이배용,"서울특별시 종로구 우정국로 48, 801호(견지동)",교육 ㆍ과학에 대한 이념과 정책 개발 및 홍보 출판,02-2051-4264,2010-12-07,평생학습진흥과
중앙행정기관,교육부,151,특수법인,어린이집안전공제회,김영옥,서울 용산구 갈원동 7-50 KCC 정보통신 6층,"보육시설 영유아 및 보육종사자 대상 안전사고 예방, 안전공제사업",1600-0611,2010-12-31,보육기반과
중앙행정기관,교육부,서울-40,,희망먹거리네트워크,배옥병,"서울특별시 영등포구 국회대로55길 6, 여성미래센터 302호 (영등포동7가)","◦ 학교급식정책연구,교육,제도개선
◦ 친환경학교급식홍보 및 상담사업",02-407-2325,2011-03-15,평생교육과
중앙행정기관,교육부,대구-2,,다행복사회네트워크,김신윤,"대구광역시 중구 태평로 177, 라이프태평상가 326호 (태평로1가 1-187)","○ 중·고등학생을 대상으로 한 진로상담
○ 현행 입시제도 개선을 위한 세미나 및 토론회 개최
○ 대학생 의정 모니터단 활동
○ 유학생 및 국내 대학생 독도탐방 추진",053-421-8646,2011-06-09,평생체육건강과
중앙행정기관,교육부,서울-42,,한국유네스코협회연맹,유재건,서울특별시 중구 명동길 26(명동2가),유네스코협회간의 교류,02-776-8681,2011-06-15,평생교육과
중앙행정기관,교육부,서울-41,,한국대학생포럼,이명재,"서울특별시 마포구 독막로 264, 숭문동문회관 B1층","◦ 자유민주주의 및 시장경제의 중요성을 널리 알릴 수 있는 각종 강연회 및 아카데미 사업
◦ 다양한 대학생들의 의견을 수렴하여 알릴 수 있는 언론사업
◦ 국제정치 및 시장경제에 대해 연구하고 토론하는 학회 사업",070-4078-9273,2011-06-22,평생교육과
중앙행정기관,교육부,서울-43,,평등교육실현을위한전국학부모회,이빈파,"서울특별시 서대문구 충정로 38-12, 우리타워 5층 (충정로3가)","◦ 사교육비 근절, 입시폐지 대학  평준화 사업
◦ 특목고 폐지, 고교 평준화 실현
◦ 교육환경 개선, 무상교육 실현",070-8940-2530,2011-08-23,평생교육과
중앙행정기관,교육부,서울-44,,학교폭력예방범국민운동본부,전상제,"서울특별시 구로구 디지털로33길 28, 704호(구로동,우림이비지센타)","o 학교폭력예방을 위한 캠페인과 홍보활동 
o 학교폭력예방에 관한 조사·연구활동
o 학교폭력예방 현장 지도 지원 및 학교주변의 순찰강화 지원
o 학교폭력예방을 위한 학교·학생·학부모와 세미나(토론회) 개최",02-785-0015,2012-02-10,평생교육과
중앙행정기관,교육부,서울-45,,한배달,이일걸,서울특별시 영등포구 영신로32길 28,"◦ 동북공정 대응 바른 역사 계몽
◦ 나라사랑 전적․문화유적 탐방, 홍보
◦ 한류 문화 정보수집 및 자료 발간
◦ 일제혈침제거 등 국위 선양 국민운동",02-2677-1770,2012-10-23,평생교육과
중앙행정기관,교육부,서울-46,사단법인,우리역사바로알기,이성민,"서울특별시 종로구 종로 370-1, 3층(숭인동)","◦ 바른 역사 알리기
◦ 중국의 동북공정 알리기
◦ 단기연호병사 서명운동 등",02-2233-4602,2012-11-07,평생교육과
중앙행정기관,교육부,대전-1,,미담장학회,문병기,"대전광역시 유성구 문지로 193, F동 102호(문지동, 한국과학기술원문지캠퍼스)",무료교육봉사,042-350-0352,2013-01-22,평생교육체육
중앙행정기관,교육부,서울-47,,한자교육연구소,김인환,서울시 마포구 마포대로4길 46  (도화동),○ 한자 한문 통합언어의 연구 보급 및 자료집 발간 배포○ 한문 및 언어 관련 자격증 지도사 연수 평가프로그램 연구 개발○ 한자 한문 훈련 교육 및 평가시험 연구○ 한문예절교육 프로그램 연구 개발○ 다중언어 및 외국어 연구 교육 훈련○ 학술대회 및 경시대회○ 교육 및 문화콘텐츠 기획 연구 개발,0502-449-5000,2013-05-07,평생교육과
중앙행정기관,교육부,194,,한국장난감도서관협회,서영숙,서울특별시 마포구 새창로 6다길 상가 B1층(도화동),·장난감 도서관 설립 및 지원 ·놀이박람회 및 세계 놀이의날 개최 ·놀이보육 종사자 교육사업 등,02-710-9475,2014-07-24,보육정책과
중앙행정기관,교육부,195,,해피아이국제보육봉사단,임동진,충청북도 청주시 서원구 남이면 남이외천1길 133-23,동남아 어린이집 설치 지원 및 국내 어린이집 재원 다문화가족 아동 조기 정착 지원,02-719-1130,2014-07-24,보육정책과
중앙행정기관,교육부,서울-48,,좋은학교바른교육학부모회,김선희,"서울 종로구 사직로 104, 1303호","○ 학생-교원-학부모가 만족하는 학교를 만들기 위한 실천운동 전개
○ 이념과 정파적 이익이 아닌 보통의 학부모가 만족할 수 있는 교육정책 대안제시
 ○ 교육현안 이해를 위한 각종 연수 및 특강 개최
○ 교육선진화 성취라는 시대적 요구를 실천할 수 있는 학부모의 역할 정립에 관한 일
○ 교육선진화와 학교현장 지원에 뜻을 같이하는 여러 단체와의 연대협력
○ 기타 이 회의 설립 목적 달성을 위해 필요한 사항
○ 장학사업 및 교육봉사활동",02-723-0981,2015-02-11,평생교육과
중앙행정기관,교육부,서울-49,,태극기무궁화선양회,한금숙,"서울 영등포구 국회대로72길 11, 프린스텔 909호(여의도동, 13-20)","o 태극기/무궁화 인증도서 보급사업
o 태극기/무궁화 교재연구소 운영
o 태극기/무궁화 유치원교재 보급사업
o 태극기/무궁화 초․중․고등용 교재 보급사업
o 태극기/무궁화 교재보급을 위한 기금조성",02-703-6793,2015-08-24,평생교육과
중앙행정기관,교육부,부산-2,,국민안전교육진흥회,서양석,"부산광역시 동래구 사직로 55-32(사직동, 실내체육관) 202호","-학교, 학부모 생활안전교육
-교사 안전교육 직무연수
-어린이, 노인 복지기관 및 단체에 강사파견으로 응급처치 및 심폐소생술 교육",070-4208-2461,2015-09-21,"건강생활과
(평생교육팀)"
중앙행정기관,교육부,서울-50,,초등돌봄교사연합회,이근배,"서울특별시 중랑구 봉화산로 55-1, 302호","o 초등학교 보육에 관한 상호 정보교환 및 개발활동
o 초등학교 보육교사의 자질 향상, 권익보호를 위한 정보공유
o 초등학교 보육에 관한 학부모대상 홍보활동
o 초등학교 보육에 관한 자료집 무료 배부 및 발간활동",02-2291-6566,2015-11-09,평생교육과
중앙행정기관,교육부,서울-51,사단법인,(사)밝은청소년,임정희,서울특별시 강남구 테헤란로 20길 18(역삼동) 부봉빌딩 2층,"o 청소년 인성교육사업-청소년의 가치관 정립과 의식함양, 인성계발을 위한 사업
o 청소년 교육문화사업-교육문화 프로그램을 활용한 청소년 교육사업
o 위 사업을 위한 사회분위기와 문화적 기반 조성을 위한 이벤트 및 캠페인",02-723-8274,2015-12-29,평생교육과
중앙행정기관,교육부,서울-52,,역사교육바로세우기시민네트워크,김영수,"서울특별시 은평구 진흥로13가길 23-1, 지층 B01호","o 역사집담회
o 역사유적답사
o 역시넷시민강좌
o 역사서독서토론회-책소리
o 친일인명사전학교보내기(전국)서명운동
o 교과서에 등장하는 친일명단 및 친일행적 소책자 제작
o 안중근평화-시민평의회 조직과 활동",070-8869-1700,2016-06-08,평생교육과
